SMILES,Genotoxicity
CCN(C1CCCCC1)C(=O)N1N=NN(C1=O)C1=CC=CC=C1Cl,0
[Br-].C[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,0
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,0
[Zn++].CCCCCCCCCCCCCCCCCC([O-])=O.CCCCCCCCCCCCCCCCCC([O-])=O,0
BrC1=C2C=CC=C3C(=O)C4=CC(Br)=C5C=CC=C6C(=O)C(=C1)C(=C23)C4=C56,0
COC1=CC=C(C=C2N=C(OC2=O)C2=CC=C(C=C2)C2=NC(=CC3=CC=C(OC)C=C3)C(=O)O2)C=C1,0
CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC,0
ClC1=CC=CC=C1,0
CC(C)(N)CO.CC1=CC=C(C=C1)S(O)(=O)=O,0
COC1=CC2=C(C=C1)[C@H]1CC[C@@]3(C)[C@@H](CCC3=O)[C@@H]1CC2,0
[H+].[Na+].[Na+].[Cr+3].[O-]C1=C(N=NC2=C([O-])C=C(C3=C2C=CC=C3)S([O-])(=O)=O)C2=C(C=CC=C2)C=C1.[O-]C1=C(N=NC2=C([O-])C=C(C3=C2C=CC=C3)S([O-])(=O)=O)C2=C(C=CC=C2)C=C1,1
[Na+].[Na+].CC1=CC(N)(\N=N\C2=CC=CC=C2S(=O)(=O)OC2=CC=C(C=C2)C(C)(C)C2=CC=C(OS(=O)(=O)C3=CC=CC=C3\N=N\C3(N)C=C(C)NN3C3=CC=CC(=C3)S([O-])(=O)=O)C=C2)N(N1)C1=CC=CC(=C1)S([O-])(=O)=O,0
[O--].[O--].[O--].[K+].[Nb+5],0
CCCCCCOCCO,0
[O-]C(=O)CC[N+]1=CC=CC=C1,0
CCCCCCC(O)CO,0
C(OC1=CC=C(C=C1)C1(CCCCC1)C1=CC=C(OCC2CO2)C=C1)C1CO1,1
ClCC=O,0
O=C(NC1CCCCC1)NC1=CC=C(CC2=CC=C(NC(=O)NC3CCCCC3)C=C2)C=C1,0
CCCCCCCCCCCCN(C)C,0
CC(=C)C(=O)OCC1CCC2OC2C1,1
[Cl-].CCCCCCCCCCCC[N+](C)(C)C,0
"[Cu++].CCN(CC)CC*.CCN(CC)CC*.CCN(CC)CC*.[N-]1\C2=N/C3=N/C(=N\C4=C5C=CC=CC5=C([N-]4)\N=C4/N=C(/N=C1/C1=CC=CC=C21)C1=CC=CC=C41)/C1=CC=CC=C31 |c:22,26,28,30,32,35,39,43,48,56,64,t:24,41,46,50,54,58,62,66,lp:3:1,11:1,19:1,25:2,27:1,29:1,31:1,40:2,41:1,43:1,45:1,m:8:49.62.35.57.54.55.56.34.36.37.61.63.60.51.50.48,16:49.62.35.57.54.55.56.34.36.37.61.63.60.51.50.48,24:49.48|",0
[Na+].[K+].CC1=NN(C(=O)C1\N=N\C1=C(C2=C(C=C1)C(=CC=C2)S([O-])(=O)=O)S(O)(=O)=O)C1=CC=C(C=C1)S(=O)(=O)CCOS([O-])(=O)=O,0
[Cl-].CCCCCCCCCCCCCCCCCC[N+](C)(C)C,0
FC(F)(F)S(=O)(=O)NS(=O)(=O)C(F)(F)F,0
CC(CCO)CC1=CCCCC1,0
C[C@]12CC[C@H]3[C@@H]([C@H]4C[C@H]4[C@]4(O)C[C@@H](O)CC[C@]34C)[C@@H]1[C@@H]1C[C@@H]1[C@@]2(O)C#CCO,0
CO[Si](C)(CN=C=O)OC,0
C=CC(=O)OCCOC1=CC=CC=C1,0
OCC1CCCO1,0
[Li+].CCC(C)(CCC(C)C)C([O-])=O,0
[Na+].[Na+].[O-]S(=O)(=O)C1=CC(NC2=NC(NC3=CC=CC=C3)=NC(=N2)N2CCOCC2)=CC=C1C=CC1=CC=C(NC2=NC(NC3=CC=CC=C3)=NC(=N2)N2CCOCC2)C=C1S([O-])(=O)=O,0
OP(O)(=O)CN(CCN(CP(O)(O)=O)CP(O)(O)=O)CCN(CP(O)(O)=O)CP(O)(O)=O,0
CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,1
OC1=CC=C(C=C1)C1=CC=C(O)C=C1,0
[Mn++].[O-]C([O-])=O,0
CCO[Si](O)=O,0
CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F,0
COC1=CC=CC=C1C(=O)NS(=O)(=O)C1=CC=C(C=C1)C(=O)NC1CC1,0
[Li+].[O--].[O--].[O--].[K+].[Ti+4],0
CCO[Si](C)(CCCCl)OCC,1
[Zn++].[Zn++].[O-]P([O-])(=O)OP([O-])([O-])=O,0
CCCCCCCCCC(C)(C)SSC(C)(C)CCCCCCCCC,0
O=C1CCCCCCCCCCCC(=O)OCCO1,0
OCOCCOCO,1
CCN1CCCCCC1=O,0
[Fe+3].CN(C)C([S-])=S.CN(C)C([S-])=S.CN(C)C([S-])=S,0
CC(CCOC=O)CCC=C(C)C,0
COC1=CC=C(COC(C)=O)C=C1,0
[K+].[K+].OC(=O)C(O)(CC([O-])=O)CC([O-])=O,0
[O--].[O--].[O--].[O--].[Al+3].[Al+3].[Ni++],0
C1=CC=CC=C1,1
[Cl-].[Cl-].[Cl-].[Fe+3],0
Br.CC(CC1=CC=C(O)C=C1)NCC(=O)C1=CC(O)=CC(O)=C1,1
CCCCCCCCCCCCC1CC(=O)N(C2CC(C)(C)N(C(C)=O)C(C)(C)C2)C1=O,0
CCOC(=O)C(C)=O,0
OP(O)(=O)O[C@H]1[C@H](OP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@@H]1OP(O)(O)=O,0
CCOS([O-])(=O)=O.CCCC[N+](CC)(CCCC)CCCC,0
CC1=CC=C(C=C1N)S(O)(=O)=O,0
COC1=CC(N=NC2=C(C=C(C=C2Br)[N+]([O-])=O)[N+]([O-])=O)=C(NC(C)=O)C=C1N(CC=C)CC=C,0
[K+].OC1=CC=CC=C1C([O-])=O,0
OC1=C2C=C(NC3=CC(=CC=C3)S(O)(=O)=O)C=CC2=CC(=C1)S(O)(=O)=O,0
COC1=C(C)C=CC=C1,0
CC1CC(C)(C)C2=C(C=C(C)C(=C2)C(C)=O)C1(C)C,0
[Na+].[O-]B=O,0
CCOC(=O)N1C(=O)C2=CC=CC=C2C1=O,0
CCCCCCCO,0
CCCCCCCCN,0
Cl.CC1=C(CCCl)C(=O)N2CCCCC2=N1,0
CCCCCOC=O,0
OS([O-])(=O)=O.CN(C)C1=CC=C(C=C1)C(C1=CC=CC=C1)=C1C=CC(C=C1)=[N+](C)C,0
C1C=CC2=CC=CC=C12,0
[K+].[O-]C#N,0
O=C(OCC1CO1)C1=CC=C(C(=O)OCC2CO2)C(=C1)C(=O)OCC1CO1,0
CCN(CCCl)C1=CC=CC(C)=C1,1
O=COCC=CC1=CC=CC=C1,0
[Cl-].COC1=CC=CC=C1N=NC1=C(O)C=CC2=CC=C(C=C12)[N+](C)(C)C,0
COC1=C(Cl)C=CC(B(O)O)=C1F,1
[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Sr++],0
CCCCCCO,0
[Na+].CCCCCCCCCCCC(=O)OC(C)C(=O)OC(C)C([O-])=O,0
OC(=O)CCCCCCCCCCC(O)=O,0
CC(C)CCOCCC1=CC=CC=C1,0
CCCCCCCCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCCCCCCCC,0
[Sr++].CC(C)(C)CCCCCC([O-])=O.CC(C)(C)CCCCCC([O-])=O,0
CC(C)(C1=CC(Br)=C(OCC2CO2)C(Br)=C1)C1=CC(Br)=C(OCC2CO2)C(Br)=C1,0
CO[Si](OC)(OC)OC,0
CNCC1=CC=CC2=CC=CC=C12,0
CCCCC(CC)COC(=O)C(C)=C,0
BrCC1=CC=CC(=C1)C#N,0
S=[Fe],0
CSSC,0
OC(=O)[C@@H]1C[C@@H](CN1)SC1=CC=CC=C1,0
[Na+].[Na+].[O-]C(=O)CCCCC([O-])=O,0
CCC(C)(C)C,0
O=CO[Al](OC=O)OC=O,0
[K+].CC(=O)CC(=O)NC1=CC=C(C=C1)S([O-])(=O)=O,0
FC1=CC(Br)=CC(F)=C1F,0
[Na+].[H]P([H])([O-])=O,0
SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,0
NC1=C(OCCOC(=O)OC2=CC=CC=C2)C=C(O)C2=C1C(=O)C1=C(C=CC=C1)C2=O,1
[K+].[K+].OCCN(CCO)C1=NC(NC2=CC=CC=C2)=NC(NC2=CC=C(C=CC3=CC=C(NC4=NC(=NC(NC5=CC=CC=C5)=N4)N(CCO)CCO)C=C3S([O-])(=O)=O)C(=C2)S([O-])(=O)=O)=N1,0
CCOP(=O)(CO)OCC,0
[Na+].[Na+].[Na+].[Na+].[O-]S(=O)(=O)C1=CC=C(NC2=NC(=NC(NC3=CC(=C(C=CC4=C(C=C(NC5=NC(NC6=CC=C(C=C6)S([O-])(=O)=O)=NC(=N5)N5CCOCC5)C=C4)S([O-])(=O)=O)C=C3)S([O-])(=O)=O)=N2)N2CCOCC2)C=C1,0
CC1=CC(C(O)=O)=C(C=C1)N1N=CC=N1,0
CN(C)C(=O)NC1=CC=C(Cl)C=C1,0
CCCCCCCCCC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,0
[Na+].[Na+].[Na+].[Na+].NC1=C(N=NC2=CC=C(C=C2)S(=O)(=O)CCOS([O-])(=O)=O)C(=CC2=C1C(O)=C(N=NC1=CC=C(C=C1)S(=O)(=O)CCOS([O-])(=O)=O)C(=C2)S([O-])(=O)=O)S([O-])(=O)=O,0
OS([O-])(=O)=O.N#[N+]C1=CC=C(NC2=CC=CC=C2)C=C1,1
[Na+].[Na+].[Na+].[Na+].OCCN(CCO)C1=NC(NC2=CC=C(C=CC3=CC=C(NC4=NC(NC5=CC=C(C=C5)S([O-])(=O)=O)=NC(=N4)N(CCO)CCO)C=C3S([O-])(=O)=O)C(=C2)S([O-])(=O)=O)=NC(NC2=CC=C(C=C2)S([O-])(=O)=O)=N1,0
OC(C(O)=O)C1=CC=CC=C1,0
ClC(=O)C(Cl)(Cl)Cl,1
O=C(OOC(=O)C1=CC=CC=C1)C1=CC=CC=C1,0
CCCCCCOP(=O)(OCCCCCC)OCCCCCC,0
CCCCO[P+](C)=O,0
CC(Cl)(Cl)CC(Cl)(Cl)Cl,1
CC12CCC3C(CO1)(CCC1C(C)(C)CCCC31C)O2,0
[Co++].[N-]1\C2=N/C3=N/C(=N\C4=C5C=CC=CC5=C([N-]4)\N=C4/N=C(/N=C1/C1=CC=CC=C21)C1=CC=CC=C41)/C1=CC=CC=C31,1
[Na+].CCC(C)OP([S-])(=S)OC(C)CC,0
C[Si](Cl)(Cl)Cl,0
[Na+].CC1=C(Cl)C=CC([O-])=C1,0
COCCOCCOCC(O)=O,0
CS(O)(=O)=O,0
COC(=O)NC[Si](OC)(OC)OC,0
OCCCOCCCO,0
O=C(CC1=CC=CC=C1)OCC1=CC=CC=C1,0
CC(=C)[C@@H]1CCC(C)=CC1,0
OC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,0
CC1=CC(CC2=CC(C)=C(OCC3CO3)C(C)=C2)=CC(C)=C1OCC1CO1,0
CC(=O)C=O,1
C=CC1=CC=NC=C1,0
[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])CC(=O)CC3,1
CCCCCCCCCCCCCCCCCCOCCCN(C)C,0
OC(=O)COCCOCCOCC(O)=O,0
[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].NC1=C(N=NC2=CC(NC3=NC(NC4=CC=CC(=C4)S(=O)(=O)CCOS([O-])(=O)=O)=NC(Cl)=N3)=CC=C2S([O-])(=O)=O)C(=CC2=CC(=C(N=NC3=C(C4=CC=CC(=C4C=C3)S([O-])(=O)=O)S([O-])(=O)=O)C(O)=C12)S([O-])(=O)=O)S([O-])(=O)=O,1
[B+3].[B+3].[O--].[O--].[O--],0
CN(C)CCOCCN(C)CCOCCN(C)C,0
SCCC(=O)OCCOC(=O)CCS,0
CC(Br)(CBr)COC1=C(Br)C=C(C=C1Br)C(C)(C)C1=CC(Br)=C(OCC(C)(Br)CBr)C(Br)=C1,0
CCCCC(CC)COC(=O)OOC(C)(C)CC,0
NC1=C(C=C(C=C1)N=NC1=CC=C(C=C1)S(O)(=O)=O)S(O)(=O)=O,1
ClCC1=CC=CC=C1Cl,0
[Cr+3].CCCC(CC)(CCC)C([O-])=O.CCCC(CC)(CCC)C([O-])=O.CCCC(CC)(CCC)C([O-])=O,0
CSC1=CC=C(C=C1)C(=O)C(C)(C)N1CCOCC1,0
FC1=C(CCl)C(Cl)=CC=C1,0
[Li+].[OH-],0
[Al+3].CC(C)[O-].CC(C)[O-].CC(C)[O-],0
CC(C)=CCO,0
O1N=C(N=C1C1=CC=CS1)C1=CC=CC=C1,0
CN=C=S,0
COC1=CC=CC(=C1)C(C)N,0
CC(C)COC(=O)CCCCC(=O)OCC(C)C,0
CCC(C)C,0
CC1(CO)CC1CC1CC2CC2(C)C1(C)C,0
"C*.CCCCCCCCCOC(=O)C(C)=C |lp:11:2,13:2,m:1:3.4.5.6.7.8.9.10|",0
[H+].[Mn++].CC1=CC(\N=N\C2=C([O-])C(=CC3=CC=CC=C23)C([O-])=O)=C(C=C1Cl)S([O-])(=O)=O,0
COC(=O)\C=C/C(=O)OC,0
FC1=CC=CC(=N1)C(F)(F)F,0
[Al+3].OP(O)([O-])=O.OP(O)([O-])=O.OP(O)([O-])=O,0
CC1=C(N=NC2=CC=C(Cl)C=C2[N+]([O-])=O)C2=NC3=C(C=CC=C3)C(=O)N2N1,0
[Na+].[Na+].[O-]S(=O)(=O)C1=C(NC2=CC=C(NC3=C(C=CC=C3OC3=CC=C(Cl)C=C3)S([O-])(=O)=O)C3=C2C(=O)C2=CC=CC=C2C3=O)C(OC2=CC=C(Cl)C=C2)=CC=C1,0
ClC(=O)C1=CC=C2C(=O)OC(=O)C2=C1,1
N[C@@H](CC1=CC=CC=C1)C(O)=O,0
CC1CC(C)(CO1)C1=CC=CC=C1,0
[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],0
O=CC1=CC=NC=C1,0
COC(=O)OC1CCCC=CCC1,0
F[La](F)F,0
[Sm],0
OC1=CC=CC=CC1=O,0
F[Y](F)F,0
CC(C)C1OCCN1CCO,0
O=C1NC=NC2=C1C=CC=C2,0
CCCCCCC=O,0
CC1=CC(CCC(=O)OCCOCCOCCOC(=O)CCC2=CC(C)=C(O)C(=C2)C(C)(C)C)=CC(=C1O)C(C)(C)C,0
COC(=O)CC(C)(C)C=C,0
CCSC,0
OCCI,1
NC(CO)(CO)CO,0
CC(C)(C)C1=CC(CC2=CC(=C(O)C(=C2)C(C)(C)C)C(C)(C)C)=CC(=C1O)C(C)(C)C,0
CC1=CC(=C(OC(=O)C=C)C(CC2=C(O)C(=CC(C)=C2)C(C)(C)C)=C1)C(C)(C)C,0
[Zn++].CC([O-])=O.CC([O-])=O,0
[H+].[H+].[H+].[H+].O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.[O-][Si]([O-])([O-])[O-],0
[H][C@@]12C[C@]1(NC(=O)[C@]1([H])C[C@]([H])(C[C@@]1([H])C(=O)N(C)CCCC\C=C/2)OC1=C2C=CC(OC)=C(C)C2=NC(=C1)C1=NC(=CS1)C(C)C)C(=O)OCC,0
CC1=C(O)C=C(NCCO)C=C1,0
NC1=CC(=O)N=C(N)N1,0
CCC[C@H](N[C@@H](C)C(O)=O)C(=O)OCC,0
[Ca++].CCCCCCCC([O-])=O.CCCCCCCC([O-])=O,0
CC(O)CC(C)(C)C1=CC=CC=C1,0
OC(=O)CC1=CC=C(C=C1)[N+]([O-])=O,1
CC(C)CC(=O)CC(C)C,0
[Na+].[O-]S(=O)(=O)CCBr,0
C,0
[Na+].CC1=CC=C(C=C1)S([O-])(=O)=O,0
CCOC(=O)C1=C(C)N=CO1,0
NC1=C(C=C(Cl)C(Cl)=C1)S(O)(=O)=O,0
CCOC(=O)C(C)C,0
CCC1(COC(=O)C=C)COCOC1,0
F[Nd](F)F,0
CCCCCCCCCCN(C)C,0
CCCCCCCC\C=C/CCCCCCCC(=O)NCC(C)O,0
CC(C)C1=CC=C(CCC=O)C=C1,0
ClC1=NC2=CC=CC=C2S1,0
CCN(CC)C1=CC(C)=C(C=C1)N=NC1=C(C=C(C=C1C#N)[N+]([O-])=O)C#N,0
O[Ca]O,0
F[B-](F)(F)F.CN(C)[P+](CC1=CC=CC=C1)(N(C)C)N(C)C,0
[O--].[O--].[O--].[O--].[O--].[O--].[Mg++].[Nb+5].[Nb+5],0
BrC1=CC=CC=C1,0
CCCCCCN(CCCCCC)C1=CC=C(C=C2C(=C(C#N)C#N)C3=CC=CC=C3S2(=O)=O)C(C)=C1,0
CCCCC(CC)COP(OC1=CC=CC=C1)OC1=CC=CC=C1,0
NC1=CC(Cl)=C(OCC2=CC(F)=CC=C2)C=C1,1
[Na+].[O-]C(=O)CCCCCCCCC=C,0
O=C1CC2=CC=CC=C2O1,0
CC1=CC=C(C=C1)S(=O)(=O)NN,1
CN(C)C(=O)NCC1(C)CC(CC(C)(C)C1)NC(=O)N(C)C,0
OC(=O)C[C@H](NCCN[C@@H](CC(O)=O)C(O)=O)C(O)=O,0
[H][C@]1(CO1)[C@]1([H])CCC2=CC(F)=CC=C2O1,1
COCOC,0
CC(C)(C)C1=CC2=C(OC(=N2)C2=CC=C(S2)C2=NC3=C(O2)C=CC(=C3)C(C)(C)C)C=C1,0
CC(=O)O[C@]12CCC[C@](C)(C1)CC[C@@H]1[C@@H]2CC1(C)C,0
CO[Si](C)(CC(C)CNCCN)OC,0
CC(C)(C)C1=CC(O)=C(O)C=C1,0
[Ba++].OC(C(O)C([O-])=O)C([O-])=O,0
[Na+].[O-]S(=O)(=O)C1=CC=C(NC2=NC(Cl)=NC(Cl)=N2)C=C1,0
[Ca++].CC([O-])=O.CC([O-])=O,0
CN1C=NC2=C1C(=O)N(C)C(=O)N2C,0
COCC1=CC=C(O1)C=O,0
COC(=O)C1=C(N)C=CC(F)=C1,0
CC(C)(C)C1=CC2=C(OP(O)(=O)OC3=C(C2)C=C(C=C3C(C)(C)C)C(C)(C)C)C(=C1)C(C)(C)C,0
CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCC)CCCCCCCCCCC(=O)OCC(CCCCCCCC)CCCCCCCCCC,0
[Na+].[Na+].NC1=C(C=C(NC2=CC(=CC=C2)S(=O)(=O)CCOS([O-])(=O)=O)C2=C1C(=O)C1=C(C=CC=C1)C2=O)S([O-])(=O)=O,0
FC(F)C(F)(F)F,0
[H][C@@]1(C[C@@H](O)[C@]([H])(O[C@]2([H])O[C@@H](C)[C@@]([H])(OCC3=CC=CC=C3)[C@@]([H])(OCC3=CC=CC=C3)[C@]2([H])OCC2=CC=CC=C2)[C@]([H])(C1)N=[N+]=[N-])C(=O)OC(C)C,0
CCCCN(C1CC(C)(C)NC(C)(C)C1)C1=NC(=NC(=N1)N(CCCC)C1CC(C)(C)NC(C)(C)C1)N(CCCCCCN(C1CC(C)(C)NC(C)(C)C1)C1=NC(=NC(=N1)N(CCCC)C1CC(C)(C)NC(C)(C)C1)N(CCCC)C1CC(C)(C)NC(C)(C)C1)C1CC(C)(C)NC(C)(C)C1,0
CCCCCCOC(=O)C1=CC=C(C(=O)OCCCCCC)C(=C1)C(=O)OCCCCCC,0
[OH-].OCC[N+](CCO)(CCO)CCO,0
CCCCCCCCCCCCOC(=O)[C@@H]1CCC(=O)N1,0
CO[Si](C)(CCCOCC1CO1)OC,0
CCl,1
ClCBr,1
CCCCCCCCCl,0
CCCS(=O)(=O)NC1=C(F)C(C(=O)C2=CN(C(=O)C3=C(Cl)C=CC=C3Cl)C3=C2C=C(C=N3)C2=CC=C(Cl)C=C2)=C(F)C=C1,0
[Zn++].[O-][Sn]([O-])=O,0
FC(F)(F)C(F)(F)C=C,0
CCCC1=CC=C(C=C1)C1=CC(F)=C(C=C1)B(O)O,0
CC(C)OC(=O)[C@H](C)OC(=O)C(C)(C)C,0
CC(Cl)C(O)=O,0
OC(=O)[C@H](CC1=CC=CC=C1)NC(=O)CCCCCCCCC=C,0
CC(C)(C)OOC(=O)\C=C/C(O)=O,1
CC(C)=CCCC(C)=CCOC(C)=O,0
CC(C)NC1=NC(NC(C)C)=NC(Cl)=N1,0
[Na+].[Na+].CC(=O)NC1=CC2=CC(=C(N=NC3=CC=C(C=C3)S(=O)(=O)CCOS([O-])(=O)=O)C(O)=C2C=C1)S([O-])(=O)=O,1
[O--].[O--].[K+],1
CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,0
BrCBr,1
OP(O)([O-])=O.OP(O)([O-])=O.O=C1C[NH2+]CC2[NH+]1CCC1=C2C=CC=C1,0
CCCCCCCCCC=O,0
CC(CC(=O)OOC(=O)CC(C)CC(C)(C)C)CC(C)(C)C,0
CS(O)(=O)=O.CS(O)(=O)=O.CN(C)CCOC(=O)C1=C(C=CC=C1)N=NC1=CC=C(O)C(N=NC2=C(C=CC=C2)C(=O)OCCN(C)C)=C1O,0
[H]P([H])(O)=O,0
CCN(CC)CCC#N,0
CO[Si](C)(C)CCCNCCN,0
NNC(=O)CCCCCCCCC(=O)NN,0
FC(F)F,0
CC(C)(C1=CC=C(O)C=C1)C1=CC(=CC=C1)C(C)(C)C1=CC=C(O)C=C1,0
CC(C)(COC(=O)C1=CC=CC=C1)COC(=O)C1=CC=CC=C1,0
[Ca++].CCCCCCCC\C=C/CCCCCCCC([O-])=O.CCCCCCCC\C=C/CCCCCCCC([O-])=O,0
CC(C)(C)S,0
O=CC1CCOC1,0
P,0
O=C1OC(=O)C2=C1C=CC=C2,0
CC(C)C(=O)C(C(C(=O)C1=CC=C(F)C=C1)C1=CC=CC=C1)C(O)=NC1=CC=CC=C1,0
CC(=O)NC1=C(C=CC(=C1)N(CCOC(C)=O)CCC#N)N=NC1=C(Cl)C=C(C=C1)[N+]([O-])=O,0
CC1(C)CCC=C(C1)C(=O)CCC=C,0
ClC1=CC=CC=C1C(Cl)(Cl)Cl,1
NC1=CC=C(N=NC2=CC(=CC=C2)N=NC2=CC=C(N)C=C2N)C(N)=C1,1
CO[Si](CCCN(C)C)(OC)OC,0
OC1=C(C=CC=C1)C1=CC=CC=C1,0
[Na+].[O-]C1=C(C=CC=C1)C1=CC=CC=C1,0
C1CCCNCC1,0
CC(C)OC(=O)C(F)(F)F,0
COC1=NC(=NC(OC)=N1)C1C(=O)NC2=C1C=CC=C2F,0
COC1=CC=C(C(=O)C2=CC=CC=C2)C(O)=C1,0
[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C,1
CC\C=C(/C)C(O)=O,0
CCCCCCCCCCCCCCCCCCO[Si](C)(C)C,0
CCCCOCCO[Si](OCCOCCCC)(OCCOCCCC)OCCOCCCC,0
[Na+].[Na+].[Na+].OC(=O)[C@H](CC([O-])=O)NCCN[C@@H](CC([O-])=O)C([O-])=O,0
C1CCC(CC1)NC1CCCCC1.CCCCCCCC\C=C/CCCCCCCC(O)=O,0
CC(C)(C1=CC=CC=C1)C1=CC=C(NC2=CC=C(C=C2)C(C)(C)C2=CC=CC=C2)C=C1,0
OC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(O)C=C1,0
CCCCC(CC)CCl,0
CC(=C)C(=O)OCCC[Si](C)(C)O[Si](C)(C)CCCOC(=O)C(C)=C,0
CC1=C(OC(=O)C2=CC=C(OCCCCCCOC(=O)C=C)C=C2)C=CC(OC(=O)C2=CC=C(OCCCCCCOC(=O)C=C)C=C2)=C1,0
[Na+].[Na+].[Na+].[Na+].COC1=C(NC2=NC(SCCCS([O-])(=O)=O)=NC(SCCCS([O-])(=O)=O)=N2)C=C(C)C(=C1)N=NC1=CC(=C2C=CC=C(C2=C1)S([O-])(=O)=O)S([O-])(=O)=O,0
OC(=O)CCP(O)(=O)C1=CC=CC=C1,0
CCCCCCCCCCC(CCCCCCCC)C(CCCCCCCC)(CCCCCCCC)OC(=O)CC(O)(CC([O-])=O)C([O-])=O,0
[Mo],0
CCOC(=O)C[C@H](NCCC[Si](OC)(OC)OC)C(=O)OCC,0
C1CCSC1,0
OC(=O)CCC1(CCC(O)=O)CCCC(CCC(O)=O)(CCC(O)=O)C1=O,0
NC(=NO)C1=CC=C(N)C=C1,0
[Na+].[Na+].CC1=CC=CC(=C1OC1=C(C=CC=C1C)S([O-])(=O)=O)S([O-])(=O)=O,0
CCCCCCCCCCCCCCCC=CCC1CC(=O)OC1=O,0
SC1=NN=C(SC(=O)C2=CC=CC=C2)S1,0
[Cl-].C[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,0
CC(=O)OC(C1=CC=CC=C1)C(Cl)(Cl)Cl,0
[Mg++].[Mg++].[Mg++].[K+].[K+].[K+].[K+].[O-][Ti]([O-])=O.[O-][Ti]([O-])([O-])[O-],0
CCCCC(CC)C(=O)OCC(COC(=O)C(CC)CCCC)OC(=O)C(CC)CCCC,0
[Na+].[Na+].[Na+].[Na+].[O-]P([O-])(=O)OP([O-])([O-])=O,0
N1\C2=N/C3=N/C(=N\C4=C5C=CC=CC5=C(N4)\N=C4/N=C(/N=C1/C1=CC=CC=C21)C1=CC=CC=C41)/C1=CC=CC=C31,0
CCO[Si](C)(OCC)OCC,0
CC(CC(C)(C)C1CCCCC1)C1CCCCC1,0
C[Si](C)(C)O[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,0
[Cl-].CCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)C,0
[Cl-].C[N+]1=CN(C=C)C=C1,0
CCC(Cl)=O,0
[K+].[Br-],0
CN(C)C(=O)CCCCCCCC=C,0
CCC[Si](OC)(OC)OC,0
C[C@@H](O)[C@H](N)C(O)=O,0
CC(=O)OC1N=C(C2=CC=CC=C2)C2=C(C=CC(Cl)=C2)N=C1O,0
Cl.NCCC[C@H](N)C(O)=O,0
CC(=O)N1C[C@H](O)C[C@H]1C(O)=O,0
[O-][N+](=O)C1=C(Cl)C=CC=C1,1
[Ga]#[As],0
COC(=O)C1=CC=C(C(=O)OC)C(=C1)C(=O)OC,1
COC(=O)C1=C(C=CC=C1)C(=O)OC,0
COC(=O)C(C)(C)C1=CC=C(Br)C=C1,0
[H+].[H+].F[Zr--](F)(F)(F)(F)F,0
N1C2=CC=CC=C2C2=C1C=CC=C2,0
COC(=O)\C=C\C1=CC=C(OCCCCCCOC(=O)C(C)=C)C=C1,0
NCCCCCCNC(O)=O,0
